0.699,0.685,0.348,0.338,0.246,Wed Aug 02 17:24:24 2017,kknn,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,17,adaptive_cv,16,5,2,2,7,2.36517546256073,biweight
0.688,0.693,0.394,0.329,0.255,Wed Aug 02 17:24:33 2017,knn,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,8,adaptive_cv,16,5,2,2,2
0.037,0.033,0.859,1.036,0.787,Wed Aug 02 17:24:40 2017,krlsPoly,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,7,adaptive_cv,16,5,2,2,0.134821382556912,1
0.994,0.994,0.009,0.007,0.005,Wed Aug 02 17:24:50 2017,krlsRadial,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,10,adaptive_cv,16,5,2,2,3.89140700467817e-05,459.949225396258
1,1,0,NA,NA,Wed Aug 02 17:24:55 2017,lars,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,5,adaptive_cv,16,5,2,2,0.870237660128623
1,1,0,NA,NA,Wed Aug 02 17:25:03 2017,lars2,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,8,adaptive_cv,16,5,2,2,6
1,1,0,NA,NA,Wed Aug 02 17:25:08 2017,lasso,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,5,adaptive_cv,16,5,2,2,0.870237660128623
1,1,0,NA,NA,Wed Aug 02 17:25:16 2017,leapBackward,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,8,adaptive_cv,16,5,2,2,3
1,1,0,NA,NA,Wed Aug 02 17:25:23 2017,leapForward,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,7,adaptive_cv,16,5,2,2,5
1,1,0,NA,NA,Wed Aug 02 17:25:31 2017,leapSeq,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,8,adaptive_cv,16,5,2,2,3
1,1,-1,NA,NA,Wed Aug 02 17:25:34 2017,lm,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,2,cv,10,8,no rep,no min,TRUE
1,1,-1,NA,NA,Wed Aug 02 17:25:38 2017,lmStepAIC,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,4,cv,10,8,no rep,no min,none
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 17:25:44 2017,logicBag,8,1,basic latent features,ignore,none,asis,6
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 17:25:49 2017,logreg,8,1,basic latent features,ignore,none,asis,5
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 17:25:50 2017,M5,8,1,basic latent features,ignore,none,asis,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 17:25:51 2017,M5Rules,8,1,basic latent features,ignore,none,asis,1
1,1,0,NA,NA,Wed Aug 02 17:26:18 2017,msaenet,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,26,adaptive_cv,16,5,2,2,0.908739947108552,7,1.59958218957763
0.986,0.982,0.031,0.019,0.011,Wed Aug 02 17:28:42 2017,neuralnet,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,144,adaptive_cv,16,5,2,2,2,13,7
0.339,0.201,0.651,0.857,0.54,Wed Aug 02 17:28:52 2017,nnet,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,11,adaptive_cv,16,5,2,2,3,0.00101376002583678
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 17:28:55 2017,nnls,8,1,basic latent features,ignore,none,asis,2
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 17:28:56 2017,ordinalNet,8,1,basic latent features,ignore,none,asis,1
0.738,0.716,0.306,0.305,0.214,Wed Aug 02 17:29:17 2017,parRF,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,21,adaptive_cv,16,5,2,2,6
0.555,0.528,0.585,0.506,0.363,Wed Aug 02 17:32:16 2017,partDSA,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,179,adaptive_cv,16,5,2,2,6,0.394195910426788
0.338,0.201,0.674,0.857,0.541,Wed Aug 02 17:32:27 2017,pcaNNet,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,11,adaptive_cv,16,5,2,2,3,0.00101376002583678
1,1,0,NA,NA,Wed Aug 02 17:32:35 2017,pcr,8,1,basic latent features,ignore,none,asis,1.07178337800835,random,222,8,adaptive_cv,16,5,2,2,3
0.975,0.971,0.011,0.022,0.016,Wed Aug 02 18:09:39 2017,avNNet,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,36,adaptive_cv,16,5,2,2,7,0.0000217534828456259,FALSE
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:09:42 2017,bag,8,1,basic latent features,ignore,none,range01,2
0.997,0.997,0.001,0.002,0.002,Wed Aug 02 18:20:16 2017,bagEarth,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,124,adaptive_cv,16,5,2,2,7,2
0.998,0.998,-1,0.001,0.001,Wed Aug 02 18:20:36 2017,bagEarthGCV,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,20,cv,10,8,no rep,no min,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:22:05 2017,bam,8,1,basic latent features,ignore,none,range01,88
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:22:06 2017,bartMachine,8,1,basic latent features,ignore,none,range01,1
1,1,-1,0,0,Wed Aug 02 18:22:11 2017,bayesglm,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,4,cv,10,8,no rep,no min,none
0.724,0.718,0.061,0.216,0.17,Wed Aug 02 18:27:06 2017,blackboost,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,295,adaptive_cv,16,5,2,2,955,7
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:27:36 2017,blasso,8,1,basic latent features,ignore,none,range01,29
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:27:53 2017,blassoAveraged,8,1,basic latent features,ignore,none,range01,17
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:28:06 2017,bridge,8,1,basic latent features,ignore,none,range01,13
0.999,0.999,0,0,0,Wed Aug 02 18:31:46 2017,BstLm,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,219,adaptive_cv,16,5,2,2,362,0.504428436936112
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:31:59 2017,bstSm,8,1,basic latent features,ignore,none,range01,13
0.748,0.726,0.053,0.21,0.156,Wed Aug 02 18:48:52 2017,bstTree,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,1012,adaptive_cv,16,5,2,2,297,7,0.15709946982516
0.653,0.649,0.094,0.269,0.214,Wed Aug 02 18:49:22 2017,cforest,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,30,adaptive_cv,16,5,2,2,7
0.335,0.333,0.128,0.51,0.41,Wed Aug 02 18:49:44 2017,ctree,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,22,adaptive_cv,16,5,2,2,0.95415549678728
0.335,0.349,0.128,0.498,0.411,Wed Aug 02 18:50:03 2017,ctree2,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,18,adaptive_cv,16,5,2,2,4,0.398618868086487
0.999,0.999,0,0,0,Wed Aug 02 18:52:04 2017,cubist,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,120,adaptive_cv,16,5,2,2,7,8
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:52:13 2017,DENFIS,8,1,basic latent features,ignore,none,range01,9
-0.001,-0.012,0.225,0.775,0.618,Wed Aug 02 18:52:29 2017,dnn,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,16,adaptive_cv,16,5,2,2,18,11,6,0.00716611226089299,0.0360623519401997
0.998,0.999,0,0.001,0.001,Wed Aug 02 18:52:38 2017,earth,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,8,adaptive_cv,16,5,2,2,7,1
1,1,0,0,0,Wed Aug 02 18:52:51 2017,elm,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,12,adaptive_cv,16,5,2,2,13,purelin
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:52:59 2017,enet,8,1,basic latent features,ignore,none,range01,8
0.297,0.327,0.143,0.516,0.434,Wed Aug 02 18:57:43 2017,evtree,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,283,adaptive_cv,16,5,2,2,1.04818655084819
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:57:45 2017,extraTrees,8,1,basic latent features,ignore,none,range01,1
1,1,0,0,0,Wed Aug 02 18:58:00 2017,foba,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,15,adaptive_cv,16,5,2,2,6,1.18108138939221e-05
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:58:23 2017,gam,8,1,basic latent features,ignore,none,range01,23
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:58:34 2017,gamboost,8,1,basic latent features,ignore,none,range01,10
1,1,0,0,0,Wed Aug 02 18:59:15 2017,gamSpline,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,41,adaptive_cv,16,5,2,2,0.0602331885602325
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:59:21 2017,gaussprLinear,8,1,basic latent features,ignore,none,range01,6
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 18:59:36 2017,gaussprPoly,8,1,basic latent features,ignore,none,range01,14
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:00:03 2017,gaussprRadial,8,1,basic latent features,ignore,none,range01,26
0.774,0.755,0.058,0.188,0.139,Wed Aug 02 19:00:21 2017,gbm,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,18,adaptive_cv,16,5,2,2,4351,5,0.132856195455417,6
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:01:45 2017,gbm_h2o,8,1,basic latent features,ignore,none,range01,83
0.998,0.999,-1,0.001,0.001,Wed Aug 02 19:01:49 2017,gcvEarth,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,4,cv,10,8,no rep,no min,1
1,1,-1,0,0,Wed Aug 02 19:01:54 2017,glm,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,4,cv,10,8,no rep,no min,none
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:02:06 2017,glm.nb,8,1,basic latent features,ignore,none,range01,11
1,1,0,0,0,Wed Aug 02 19:02:50 2017,glmboost,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,44,adaptive_cv,16,5,2,2,871,yes
0.972,0.971,0.006,0.023,0.017,Wed Aug 02 19:03:09 2017,glmnet,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,18,adaptive_cv,16,5,2,2,0.825951755279675,0.00183187622852371
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:04:30 2017,glmnet_h2o,8,1,basic latent features,ignore,none,range01,80
1,1,-1,0,0,Wed Aug 02 19:04:36 2017,glmStepAIC,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,6,cv,10,8,no rep,no min,none
1,1,0,0,0,Wed Aug 02 19:05:08 2017,icr,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,32,adaptive_cv,16,5,2,2,7
1,1,0,0,0,Wed Aug 02 19:05:23 2017,kernelpls,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,15,adaptive_cv,16,5,2,2,6
0.746,0.717,0.067,0.217,0.157,Wed Aug 02 19:05:51 2017,kknn,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,27,adaptive_cv,16,5,2,2,7,2.36517546256073,biweight
0.723,0.691,0.071,0.237,0.171,Wed Aug 02 19:06:05 2017,knn,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,14,adaptive_cv,16,5,2,2,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:06:14 2017,krlsPoly,8,1,basic latent features,ignore,none,range01,9
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:06:25 2017,krlsRadial,8,1,basic latent features,ignore,none,range01,11
1,1,0,0,0,Wed Aug 02 19:06:39 2017,lars,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,13,adaptive_cv,16,5,2,2,0.794745171442628
1,1,0,0,0,Wed Aug 02 19:06:48 2017,lars2,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,9,adaptive_cv,16,5,2,2,6
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:06:55 2017,lasso,8,1,basic latent features,ignore,none,range01,7
1,1,0,0,0,Wed Aug 02 19:07:10 2017,leapBackward,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,15,adaptive_cv,16,5,2,2,4
1,1,0,0,0,Wed Aug 02 19:07:26 2017,leapForward,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,15,adaptive_cv,16,5,2,2,7
1,1,0,0,0,Wed Aug 02 19:07:40 2017,leapSeq,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,14,adaptive_cv,16,5,2,2,8
1,1,-1,0,0,Wed Aug 02 19:07:45 2017,lm,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,4,cv,10,8,no rep,no min,TRUE
1,1,-1,0,0,Wed Aug 02 19:07:50 2017,lmStepAIC,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,5,cv,10,8,no rep,no min,none
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:08:01 2017,logicBag,8,1,basic latent features,ignore,none,range01,10
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:08:11 2017,logreg,8,1,basic latent features,ignore,none,range01,10
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:08:13 2017,M5,8,1,basic latent features,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:08:14 2017,M5Rules,8,1,basic latent features,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:08:36 2017,msaenet,8,1,basic latent features,ignore,none,range01,21
0.957,0.96,0.016,0.031,0.027,Wed Aug 02 19:09:29 2017,neuralnet,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,53,adaptive_cv,16,5,2,2,20,13,8
0.897,0.873,0.011,0.097,0.063,Wed Aug 02 19:09:49 2017,nnet,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,20,adaptive_cv,16,5,2,2,7,0.0000217534828456259
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:09:53 2017,nnls,8,1,basic latent features,ignore,none,range01,4
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:09:55 2017,ordinalNet,8,1,basic latent features,ignore,none,range01,1
0.773,0.757,0.064,0.186,0.14,Wed Aug 02 19:10:25 2017,parRF,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,30,adaptive_cv,16,5,2,2,7
0.236,0.234,0.13,0.587,0.472,Wed Aug 02 19:15:40 2017,partDSA,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,315,adaptive_cv,16,5,2,2,17,0.0349052979145199
0.963,0.956,0.016,0.034,0.023,Wed Aug 02 19:15:59 2017,pcaNNet,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,19,adaptive_cv,16,5,2,2,7,0.0000217534828456259
1,1,0,0,0,Wed Aug 02 19:16:16 2017,pcr,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,16,adaptive_cv,16,5,2,2,8
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:20:54 2017,penalized,8,1,basic latent features,ignore,none,range01,278
Fail,Fail,Fail,Fail,PackageFail,Wed Aug 02 19:21:09 2017,pls,8,1,basic latent features,ignore,none,range01,293
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:21:32 2017,plsRglm,8,1,basic latent features,ignore,none,range01,23
0.999,1,0,0,0,Wed Aug 02 19:21:38 2017,ppr,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,6,adaptive_cv,16,5,2,2,1
Fail,Fail,Fail,Fail,PackageFail,Wed Aug 02 19:21:49 2017,pythonKnnReg,8,1,basic latent features,ignore,none,range01,17
0.213,0.284,0.143,0.548,0.486,Wed Aug 02 19:22:39 2017,qrf,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,49,adaptive_cv,16,5,2,2,8
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:22:50 2017,qrnn,8,1,basic latent features,ignore,none,range01,11
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:22:52 2017,randomGLM,8,1,basic latent features,ignore,none,range01,1
0.778,0.763,0.064,0.181,0.137,Wed Aug 02 19:23:12 2017,ranger,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,20,adaptive_cv,16,5,2,2,6
0.776,0.766,0.065,0.179,0.138,Wed Aug 02 19:25:23 2017,Rborist,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,131,adaptive_cv,16,5,2,2,4
0.912,0.929,0.072,0.054,0.054,Wed Aug 02 19:25:40 2017,relaxo,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,17,adaptive_cv,16,5,2,2,7.42053057092395,0.0562547999434173
0.771,0.758,0.064,0.185,0.141,Wed Aug 02 19:26:10 2017,rf,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,30,adaptive_cv,16,5,2,2,7
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:26:19 2017,ridge,8,1,basic latent features,ignore,none,range01,9
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:26:28 2017,rlm,8,1,basic latent features,ignore,none,range01,8
0.335,0.333,0.117,0.51,0.41,Wed Aug 02 19:26:33 2017,rpart,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,4,adaptive_cv,16,5,2,2,0.0133174347853091
0.37,0.365,-1,0.486,0.389,Wed Aug 02 19:26:37 2017,rpart1SE,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,4,cv,10,8,no rep,no min,none
0.37,0.365,0.117,0.486,0.389,Wed Aug 02 19:26:42 2017,rpart2,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,5,adaptive_cv,16,5,2,2,4
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:26:44 2017,rqlasso,8,1,basic latent features,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:26:46 2017,rqnc,8,1,basic latent features,ignore,none,range01,2
0.767,0.754,0.063,0.189,0.144,Wed Aug 02 19:28:04 2017,RRF,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,78,adaptive_cv,16,5,2,2,9,0.634210463380441,0.359888583887368
0.759,0.739,0.064,0.199,0.149,Wed Aug 02 19:28:47 2017,RRFglobal,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,42,adaptive_cv,16,5,2,2,9,0.634210463380441
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:28:53 2017,rvmLinear,8,1,basic latent features,ignore,none,range01,5
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:29:40 2017,rvmPoly,8,1,basic latent features,ignore,none,range01,47
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:30:10 2017,rvmRadial,8,1,basic latent features,ignore,none,range01,29
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:30:20 2017,SBC,8,1,basic latent features,ignore,none,range01,10
1,1,0,0,0,Wed Aug 02 19:30:33 2017,simpls,8,1,basic latent features,ignore,none,range01,0.765677328143738,random,222,13,adaptive_cv,16,5,2,2,3
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:32:44 2017,spikeslab,8,1,basic latent features,ignore,none,range01,131
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:32:56 2017,spls,8,1,basic latent features,ignore,none,range01,12
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:33:06 2017,superpc,8,1,basic latent features,ignore,none,range01,9
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:33:08 2017,svmBoundrangeString,8,1,basic latent features,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 19:33:09 2017,svmExpoString,8,1,basic latent features,ignore,none,range01,1
