-0.283,-0.543,-0.288,1.03,1.02,0.882,Wed Jul 18 20:29:45 2018,regr.elmNN,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,380,222,0.7943,1.002,random,1,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.81,28,3.65,32,3.39,47,3.01,65,3.54,66,3.77,125,3.81
Fail,Fail,Fail,Fail,PrePackageFail,Wed Jul 18 20:29:46 2018,regr.evtree,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,1
1,1,1,-1,0,0,Wed Jul 18 20:34:11 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
NA,-0.221,-0.021,1.1,0.811,0.698,Wed Jul 18 20:36:03 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,109,cv,10,20,NA,5,StackedEnsemble_AllModels_0_AutoML_20180718_203447,,,,,0,21,3.71,28,3.71,32,3.71,47,3.71,65,3.71,66,3.71,125,3.71
Fail,Fail,Fail,Fail,Fail,Fail,Wed Jul 18 20:36:05 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,111
0,-0.176,-0.027,1.07,0.816,0.672,Wed Jul 18 20:47:18 2018,h2oAutoml 10,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,673,cv,10,20,NA,5,GBM_grid_0_AutoML_20180718_203611_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
-0.378,-0.092,-0.041,1.02,0.827,0.624,Wed Jul 18 20:50:51 2018,SL.bartMachine,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,156,222,0.7943,1.002,random,104,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.07,28,4.05,32,4.08,47,3.9,65,3.96,66,3.59,125,3.56
-0.661,-0.722,-0.415,1.35,1.12,0.984,Wed Jul 18 20:52:58 2018,SL.bayesglm,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,127,222,0.7943,1.002,random,124,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.49,28,5.4,32,3.7,47,3.63,65,4.1,66,3.79,125,3.57
0,-0.118,-0.009,1.07,0.801,0.639,Wed Jul 18 21:00:45 2018,SL.biglasso,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,579,222,0.7943,1.002,random,465,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.83,28,3.9,32,3.71,47,3.71,65,3.89,66,3.53,125,3.67
1,1,1,-1,0,0,Wed Jul 18 23:52:30 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
NA,-0.221,-0.021,1.1,0.811,0.698,Wed Jul 18 23:54:19 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,107,cv,10,20,NA,5,StackedEnsemble_AllModels_0_AutoML_20180718_235304,,,,,0,21,3.71,28,3.71,32,3.71,47,3.71,65,3.71,66,3.71,125,3.71
Fail,Fail,Fail,Fail,Fail,Fail,Wed Jul 18 23:54:22 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,110
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 00:05:30 2018,h2oAutoml 10,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,668,cv,10,20,NA,5,GBM_grid_0_AutoML_20180718_235428_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 01:45:52 2018,h2oAutoml 100,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,6018,cv,10,20,NA,5,GBM_grid_0_AutoML_20180719_000538_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
-0.094,-0.053,-0.009,1,0.802,0.601,Thu Jul 19 01:48:05 2018,SL.bartMachine,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,156,222,0.7943,1.002,random,102,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.95,28,3.94,32,4.06,47,3.83,65,3.97,66,3.55,125,3.62
-0.661,-0.722,-0.415,1.35,1.12,0.984,Thu Jul 19 01:50:08 2018,SL.bayesglm,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,127,222,0.7943,1.002,random,117,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.49,28,5.4,32,3.7,47,3.63,65,4.1,66,3.79,125,3.57
0,-0.118,-0.009,1.07,0.801,0.639,Thu Jul 19 01:57:46 2018,SL.biglasso,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,579,222,0.7943,1.002,random,453,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.83,28,3.9,32,3.71,47,3.71,65,3.89,66,3.53,125,3.67
0.189,-0.169,-0.006,1.03,0.799,0.668,Thu Jul 19 03:00:25 2018,SL.caret,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,63,222,0.7943,1.002,random,3755,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.84,28,3.8,32,3.79,47,3.93,65,3.63,66,3.52,125,3.55
NA,-0.183,0,1.01,0.794,0.676,Thu Jul 19 03:02:40 2018,SL.caret.rpart,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,131,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.76,28,3.76,32,3.76,47,3.76,65,3.76,66,3.76,125,3.76
0,-0.034,0.02,0.958,0.779,0.591,Thu Jul 19 03:08:10 2018,SL.cforest,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,391,222,0.7943,1.002,random,326,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.72,28,3.9,32,3.91,47,3.82,65,3.97,66,3.64,125,3.62
Fail,Fail,Fail,Fail,Fail,Fail,Thu Jul 19 03:10:30 2018,SL.dbarts,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,378,222,137
Fail,Fail,Fail,Fail,Fail,Fail,Thu Jul 19 03:10:42 2018,SL.earth,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,127,222,7
0.283,0.007,0.08,1.04,0.731,0.567,Thu Jul 19 03:12:00 2018,SL.extraTrees,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,211,222,0.7943,1.002,random,76,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.84,28,3.92,32,3.84,47,3.89,65,4.02,66,3.55,125,3.79
Fail,Fail,Fail,Fail,Fail,Fail,Thu Jul 19 03:15:14 2018,SL.gam,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,127,222,189
Fail,Fail,Fail,Fail,Fail,Fail,Thu Jul 19 03:16:29 2018,SL.gbm,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,144,222,71
0.661,-1.09422535400454e+49,-1.33372898198e+49,1.03e+124,1.06e+49,6.25e+48,Thu Jul 19 03:16:44 2018,SL.glm,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,127,222,0.7943,1.002,random,11,nohyperparameters,1,20,no rep,no min,,,,,,0,21,-2.45e+48,28,-2.29e+48,32,-2.21e+49,47,1.7e+49,65,-5.4e+45,66,-7.78e+45,125,-2.87e+44
1,1,1,-1,0,0,Thu Jul 19 15:14:52 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
NA,-0.221,-0.021,1.1,0.811,0.698,Thu Jul 19 15:16:47 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,112,cv,10,20,NA,5,StackedEnsemble_AllModels_0_AutoML_20180719_151535,,,,,0,21,3.71,28,3.71,32,3.71,47,3.71,65,3.71,66,3.71,125,3.71
Fail,Fail,Fail,Fail,Fail,Fail,Thu Jul 19 15:16:49 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,115
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 15:27:56 2018,h2oAutoml 10,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,666,cv,10,20,NA,5,GBM_grid_0_AutoML_20180719_151656_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 15:54:16 2018,h2oAutoml 100,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,1576,cv,10,20,NA,5,GBM_grid_0_AutoML_20180719_152805_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
1,1,1,-1,0,0,Thu Jul 19 15:59:26 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 16:00:20 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,51,cv,10,20,NA,5,GBM_grid_0_AutoML_20180719_152805_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 16:00:51 2018,h2oAutoml 10,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,28,cv,10,20,NA,5,GBM_grid_0_AutoML_20180719_152805_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
