,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leapBackward, Tue Feb 20 11:56:59 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapForward, Tue Feb 20 11:57:14 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapSeq, Tue Feb 20 11:57:28 2018, 0.998, basic sum C1 + C2, c(0, 100)
lm, Tue Feb 20 11:57:43 2018, 0.998, basic sum C1 + C2, c(0, 100)
lmStepAIC, Tue Feb 20 11:57:57 2018, 0.998, basic sum C1 + C2, c(0, 100)
M5, Tue Feb 20 11:59:50 2018, 0.998, basic sum C1 + C2, c(0, 100)
M5Rules, Tue Feb 20 12:00:41 2018, 0.998, basic sum C1 + C2, c(0, 100)
msaenet, Tue Feb 20 12:02:31 2018, 0.998, basic sum C1 + C2, 0
msaenet, Tue Feb 20 12:02:31 2018, 0.998, basic sum C1 + C2, 100
nnet, Tue Feb 20 12:03:47 2018, 0, basic sum C1 + C2, c(0, 100)
null, Tue Feb 20 12:04:20 2018, 0, basic sum C1 + C2, c(0, 100)
parRF, Tue Feb 20 12:05:09 2018, 0.942, basic sum C1 + C2, Failed
pcaNNet, Tue Feb 20 12:05:40 2018, 0.291, basic sum C1 + C2, c(0, 100)
pcr, Tue Feb 20 12:05:55 2018, 0.737, basic sum C1 + C2, c(0, 100)
plsRglm, Tue Feb 20 12:06:57 2018, 0.998, basic sum C1 + C2, c(0, 100)
ppr, Tue Feb 20 12:07:18 2018, 0.998, basic sum C1 + C2, c(0, 100)
qrf, Tue Feb 20 12:08:13 2018, 0.767, basic sum C1 + C2, c(0, 100)
qrnn, Tue Feb 20 19:41:13 2018, 0.998, basic sum C1 + C2, c(0, 100)
ranger, Tue Feb 20 19:41:59 2018, 0.969, basic sum C1 + C2, Failed
Rborist, Tue Feb 20 19:42:57 2018, 0.938, basic sum C1 + C2, c(100, 0)
relaxo, Tue Feb 20 19:43:14 2018, 0.321, basic sum C1 + C2, c(0, 100)
rf, Tue Feb 20 19:43:40 2018, 0.942, basic sum C1 + C2, Failed
ridge, Tue Feb 20 19:43:56 2018, 0.998, basic sum C1 + C2, c(0, 100)
rlm, Tue Feb 20 19:44:12 2018, 0.998, basic sum C1 + C2, c(0, 100)
rpart, Tue Feb 20 19:44:29 2018, 0.802, basic sum C1 + C2, c(0, 100)
rpart1SE, Tue Feb 20 19:44:44 2018, 0.611, basic sum C1 + C2, c(0, 100)
rpart2, Tue Feb 20 19:45:01 2018, 0.611, basic sum C1 + C2, c(0, 100)
RRF, Tue Feb 20 20:06:15 2018, 0.942, basic sum C1 + C2, Failed
RRFglobal, Tue Feb 20 20:07:47 2018, 0.941, basic sum C1 + C2, Failed
SBC, Wed Feb 21 05:18:35 2018, 0.799, basic sum C1 + C2, c(0, 100)
simpls, Wed Feb 21 05:18:51 2018, 0.98, basic sum C1 + C2, c(0, 100)
spikeslab, Wed Feb 21 05:19:17 2018, 0.998, basic sum C1 + C2, c(0, 100)
spls, Wed Feb 21 05:19:36 2018, 0.998, basic sum C1 + C2, c(0, 100)
superpc, Wed Feb 21 05:19:54 2018, 0.997, basic sum C1 + C2, c(0, 100)
svmLinear, Wed Feb 21 05:20:48 2018, NA, basic sum C1 + C2, Failed
svmLinear2, Wed Feb 21 05:21:07 2018, 0.965, basic sum C1 + C2, c(0, 100)
svmLinear3, Wed Feb 21 05:21:26 2018, 0.973, basic sum C1 + C2, c(0, 100)
svmPoly, Wed Feb 21 05:21:46 2018, NA, basic sum C1 + C2, Failed
svmRadial, Wed Feb 21 05:22:05 2018, NA, basic sum C1 + C2, Failed
svmRadialCost, Wed Feb 21 05:22:24 2018, NA, basic sum C1 + C2, Failed
svmRadialSigma, Wed Feb 21 05:22:43 2018, NA, basic sum C1 + C2, Failed
treebag, Wed Feb 21 05:23:50 2018, 0.757, basic sum C1 + C2, c(0, 100)
widekernelpls, Wed Feb 21 05:24:35 2018, 0.98, basic sum C1 + C2, c(0, 100)
WM, Wed Feb 21 05:33:39 2018, 0.895, basic sum C1 + C2, c(0, 100)
xgbLinear, Wed Feb 21 05:34:18 2018, 0.927, basic sum C1 + C2, c(100, 0)
xgbTree, Wed Feb 21 05:35:33 2018, 0.894, basic sum C1 + C2, c(100, 0)
xyf, Wed Feb 21 05:36:27 2018, NA, basic sum C1 + C2, Failed
avNNet, Wed Feb 21 05:38:23 2018, 0.312, basic sum C1 + C2, c(0, 100)
bagEarth, Wed Feb 21 05:40:25 2018, 0.998, basic sum C1 + C2, c(100, 0)
bagEarthGCV, Wed Feb 21 05:41:40 2018, 0.998, basic sum C1 + C2, c(100, 0)
bartMachine, Wed Feb 21 05:57:31 2018, 0.967, basic sum C1 + C2, c(100, 0)
bayesglm, Wed Feb 21 05:57:46 2018, 0.998, basic sum C1 + C2, c(0, 100)
blasso, Wed Feb 21 05:58:04 2018, 0.997, basic sum C1 + C2, c(0, 100)
blassoAveraged, Wed Feb 21 05:58:21 2018, 0.998, basic sum C1 + C2, c(0, 100)
bridge, Wed Feb 21 05:58:38 2018, 0.998, basic sum C1 + C2, c(0, 100)
BstLm, Wed Feb 21 06:01:14 2018, 0.993, basic sum C1 + C2, c(0, 100)
cforest, Wed Feb 21 06:02:03 2018, 0.912, basic sum C1 + C2, Failed
ctree, Wed Feb 21 06:02:23 2018, 0.796, basic sum C1 + C2, c(0, 100)
ctree2, Wed Feb 21 06:02:43 2018, 0.795, basic sum C1 + C2, c(0, 100)
cubist, Wed Feb 21 06:03:32 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
dnn, Wed Feb 21 06:04:02 2018, 0, basic sum C1 + C2, c(0, 100)
earth, Wed Feb 21 06:04:20 2018, 0.998, basic sum C1 + C2, c(100, 0)
elm, Wed Feb 21 06:04:37 2018, 0.998, basic sum C1 + C2, c(0, 100)
enet, Wed Feb 21 06:04:54 2018, 0.831, basic sum C1 + C2, c(0, 100)
evtree, Wed Feb 21 06:56:13 2018, 0.717, basic sum C1 + C2, c(0, 100)
extraTrees, Wed Feb 21 06:59:20 2018, 0.973, basic sum C1 + C2, c(0, 100)
foba, Wed Feb 21 06:59:37 2018, 0.998, basic sum C1 + C2, c(0, 100)
gamboost, Wed Feb 21 07:35:20 2018, 0.998, basic sum C1 + C2, c(0, 100)
gamSpline, Wed Feb 21 07:35:44 2018, 0.998, basic sum C1 + C2, c(100, 0)
gbm, Wed Feb 21 07:51:53 2018, 0.931, basic sum C1 + C2, c(0, 100)
gcvEarth, Wed Feb 21 07:55:28 2018, 0.998, basic sum C1 + C2, c(100, 0)
glm, Wed Feb 21 07:55:44 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmboost, Wed Feb 21 07:56:40 2018, 0.998, basic sum C1 + C2, c(100, 0)
glmnet, Wed Feb 21 07:56:59 2018, 0.971, basic sum C1 + C2, c(0, 100)
glmStepAIC, Wed Feb 21 08:00:32 2018, 0.998, basic sum C1 + C2, c(0, 100)
icr, Wed Feb 21 08:00:48 2018, 0.998, basic sum C1 + C2, c(0, 100)
kernelpls, Wed Feb 21 08:01:04 2018, 0.998, basic sum C1 + C2, c(0, 100)
kknn, Wed Feb 21 08:06:13 2018, 0.955, basic sum C1 + C2, c(0, 100)
knn, Wed Feb 21 08:06:35 2018, 0.935, basic sum C1 + C2, c(0, 100)
krlsPoly, Wed Feb 21 08:11:14 2018, 0.119, basic sum C1 + C2, c(0, 100)
krlsRadial, Wed Feb 21 08:18:52 2018, 0.998, basic sum C1 + C2, c(0, 100)
lars, Wed Feb 21 08:19:08 2018, 0.98, basic sum C1 + C2, c(0, 100)
lars2, Wed Feb 21 08:19:24 2018, 0.018, basic sum C1 + C2, c(0, 100)
lasso, Wed Feb 21 08:19:40 2018, 0.98, basic sum C1 + C2, c(0, 100)
leapBackward, Wed Feb 21 08:19:56 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapForward, Wed Feb 21 08:20:12 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapSeq, Wed Feb 21 08:20:28 2018, 0.998, basic sum C1 + C2, c(0, 100)
lm, Wed Feb 21 08:20:44 2018, 0.998, basic sum C1 + C2, c(0, 100)
lmStepAIC, Wed Feb 21 08:20:59 2018, 0.998, basic sum C1 + C2, c(0, 100)
M5, Wed Feb 21 08:22:47 2018, 0.998, basic sum C1 + C2, c(0, 100)
M5Rules, Wed Feb 21 08:23:40 2018, 0.998, basic sum C1 + C2, c(0, 100)
msaenet, Wed Feb 21 08:24:45 2018, 0.998, basic sum C1 + C2, 100
msaenet, Wed Feb 21 08:24:45 2018, 0.998, basic sum C1 + C2, 0
nnet, Wed Feb 21 08:26:10 2018, 0.312, basic sum C1 + C2, c(0, 100)
null, Wed Feb 21 08:26:44 2018, 0, basic sum C1 + C2, c(0, 100)
parRF, Wed Feb 21 08:27:32 2018, 0.953, basic sum C1 + C2, Failed
pcaNNet, Wed Feb 21 08:28:09 2018, 0.312, basic sum C1 + C2, c(0, 100)
pcr, Wed Feb 21 08:28:25 2018, 0.58, basic sum C1 + C2, c(0, 100)
plsRglm, Wed Feb 21 08:29:17 2018, 0.998, basic sum C1 + C2, c(0, 100)
ppr, Wed Feb 21 08:29:37 2018, 0.998, basic sum C1 + C2, c(0, 100)
qrf, Wed Feb 21 08:30:32 2018, 0.777, basic sum C1 + C2, c(0, 100)
qrnn, Wed Feb 21 15:50:24 2018, 0.998, basic sum C1 + C2, c(0, 100)
ranger, Wed Feb 21 15:51:11 2018, 0.974, basic sum C1 + C2, Failed
Rborist, Wed Feb 21 15:52:10 2018, 0.942, basic sum C1 + C2, c(0, 100)
relaxo, Wed Feb 21 15:52:28 2018, 0, basic sum C1 + C2, c(0, 100)
rf, Wed Feb 21 15:52:53 2018, 0.952, basic sum C1 + C2, Failed
ridge, Wed Feb 21 15:53:10 2018, 0.998, basic sum C1 + C2, c(0, 100)
rlm, Wed Feb 21 15:53:27 2018, 0.998, basic sum C1 + C2, c(0, 100)
rpart, Wed Feb 21 15:53:44 2018, 0.795, basic sum C1 + C2, c(100, 0)
rpart1SE, Wed Feb 21 15:54:00 2018, 0.594, basic sum C1 + C2, c(100, 0)
rpart2, Wed Feb 21 15:54:17 2018, 0.594, basic sum C1 + C2, c(100, 0)
RRF, Wed Feb 21 15:57:49 2018, 0.953, basic sum C1 + C2, Failed
RRFglobal, Wed Feb 21 15:59:27 2018, 0.954, basic sum C1 + C2, Failed
SBC, Thu Feb 22 01:21:37 2018, 0.76, basic sum C1 + C2, c(0, 100)
simpls, Thu Feb 22 01:22:07 2018, 0.975, basic sum C1 + C2, c(0, 100)
spikeslab, Thu Feb 22 01:22:42 2018, 0.998, basic sum C1 + C2, c(0, 100)
spls, Thu Feb 22 01:23:17 2018, 0.998, basic sum C1 + C2, c(0, 100)
superpc, Thu Feb 22 01:23:49 2018, 0.992, basic sum C1 + C2, c(0, 100)
svmLinear, Thu Feb 22 01:25:20 2018, NA, basic sum C1 + C2, Failed
svmLinear2, Thu Feb 22 01:25:51 2018, 0.968, basic sum C1 + C2, c(0, 100)
svmLinear3, Thu Feb 22 01:26:22 2018, 0.979, basic sum C1 + C2, c(0, 100)
svmPoly, Thu Feb 22 01:26:55 2018, NA, basic sum C1 + C2, Failed
svmRadial, Thu Feb 22 01:27:29 2018, NA, basic sum C1 + C2, Failed
svmRadialCost, Thu Feb 22 01:28:02 2018, NA, basic sum C1 + C2, Failed
svmRadialSigma, Thu Feb 22 01:28:36 2018, NA, basic sum C1 + C2, Failed
treebag, Thu Feb 22 01:30:09 2018, 0.808, basic sum C1 + C2, c(100, 0)
widekernelpls, Thu Feb 22 01:31:09 2018, 0.975, basic sum C1 + C2, c(0, 100)
WM, Thu Feb 22 01:43:23 2018, 0.91, basic sum C1 + C2, c(0, 100)
xgbLinear, Thu Feb 22 01:44:20 2018, 0.93, basic sum C1 + C2, c(100, 0)
xgbTree, Thu Feb 22 01:46:17 2018, 0.874, basic sum C1 + C2, c(100, 0)
xyf, Thu Feb 22 01:47:32 2018, NA, basic sum C1 + C2, Failed
avNNet, Thu Feb 22 01:49:24 2018, 0.303, basic sum C1 + C2, c(0, 100)
bagEarth, Thu Feb 22 01:51:39 2018, 0.998, basic sum C1 + C2, c(100, 0)
bagEarthGCV, Thu Feb 22 01:52:59 2018, 0.998, basic sum C1 + C2, c(100, 0)
bartMachine, Thu Feb 22 02:08:29 2018, 0.965, basic sum C1 + C2, c(100, 0)
bayesglm, Thu Feb 22 02:08:49 2018, 0.998, basic sum C1 + C2, c(0, 100)
blasso, Thu Feb 22 02:09:10 2018, 0.997, basic sum C1 + C2, c(0, 100)
blassoAveraged, Thu Feb 22 02:09:32 2018, 0.997, basic sum C1 + C2, c(0, 100)
bridge, Thu Feb 22 02:09:53 2018, 0.998, basic sum C1 + C2, c(0, 100)
BstLm, Thu Feb 22 02:12:12 2018, 0.987, basic sum C1 + C2, c(0, 100)
cforest, Thu Feb 22 02:13:05 2018, 0.892, basic sum C1 + C2, Failed
ctree, Thu Feb 22 02:13:30 2018, 0.775, basic sum C1 + C2, c(0, 100)
ctree2, Thu Feb 22 02:13:53 2018, 0.775, basic sum C1 + C2, c(0, 100)
cubist, Thu Feb 22 02:14:52 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
dnn, Thu Feb 22 02:15:26 2018, 0, basic sum C1 + C2, c(0, 100)
earth, Thu Feb 22 02:15:48 2018, 0.998, basic sum C1 + C2, c(100, 0)
elm, Thu Feb 22 02:16:09 2018, 0.998, basic sum C1 + C2, c(0, 100)
enet, Thu Feb 22 02:16:30 2018, 0.906, basic sum C1 + C2, c(0, 100)
evtree, Thu Feb 22 03:22:10 2018, 0.676, basic sum C1 + C2, c(0, 100)
extraTrees, Thu Feb 22 03:31:36 2018, 0.968, basic sum C1 + C2, c(0, 100)
foba, Thu Feb 22 03:31:57 2018, 0.998, basic sum C1 + C2, c(0, 100)
gamboost, Thu Feb 22 04:05:41 2018, 0.998, basic sum C1 + C2, c(0, 100)
gamSpline, Thu Feb 22 04:06:10 2018, 0.998, basic sum C1 + C2, c(0, 100)
gbm, Thu Feb 22 04:22:14 2018, 0.946, basic sum C1 + C2, c(0, 100)
gcvEarth, Thu Feb 22 04:25:58 2018, 0.998, basic sum C1 + C2, c(100, 0)
glm, Thu Feb 22 04:26:18 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmboost, Thu Feb 22 04:27:20 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmnet, Thu Feb 22 04:27:43 2018, 0.971, basic sum C1 + C2, c(0, 100)
glmStepAIC, Thu Feb 22 04:31:27 2018, 0.998, basic sum C1 + C2, c(0, 100)
icr, Thu Feb 22 04:31:47 2018, 0.998, basic sum C1 + C2, c(0, 100)
kernelpls, Thu Feb 22 04:32:07 2018, 0.998, basic sum C1 + C2, c(0, 100)
kknn, Thu Feb 22 04:37:42 2018, 0.947, basic sum C1 + C2, c(0, 100)
knn, Thu Feb 22 04:38:07 2018, 0.923, basic sum C1 + C2, c(0, 100)
krlsPoly, Thu Feb 22 04:42:51 2018, 0.134, basic sum C1 + C2, c(0, 100)
krlsRadial, Thu Feb 22 04:50:21 2018, 0.998, basic sum C1 + C2, c(0, 100)
lars, Thu Feb 22 04:50:42 2018, 0.993, basic sum C1 + C2, c(0, 100)
lars2, Thu Feb 22 04:51:02 2018, 0.016, basic sum C1 + C2, c(0, 100)
lasso, Thu Feb 22 04:51:22 2018, 0.993, basic sum C1 + C2, c(0, 100)
leapBackward, Thu Feb 22 04:51:42 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapForward, Thu Feb 22 04:52:02 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapSeq, Thu Feb 22 04:52:21 2018, 0.998, basic sum C1 + C2, c(0, 100)
lm, Thu Feb 22 04:52:41 2018, 0.998, basic sum C1 + C2, c(0, 100)
lmStepAIC, Thu Feb 22 04:53:01 2018, 0.998, basic sum C1 + C2, c(0, 100)
M5, Thu Feb 22 04:54:57 2018, 0.998, basic sum C1 + C2, c(0, 100)
M5Rules, Thu Feb 22 04:55:54 2018, 0.998, basic sum C1 + C2, c(0, 100)
msaenet, Thu Feb 22 04:57:12 2018, 0.998, basic sum C1 + C2, 0
msaenet, Thu Feb 22 04:57:12 2018, 0.998, basic sum C1 + C2, 100
nnet, Thu Feb 22 04:58:47 2018, 0, basic sum C1 + C2, c(0, 100)
null, Thu Feb 22 04:59:30 2018, 0, basic sum C1 + C2, c(0, 100)
parRF, Thu Feb 22 05:00:26 2018, 0.939, basic sum C1 + C2, Failed
pcaNNet, Thu Feb 22 05:01:06 2018, 0.08, basic sum C1 + C2, c(0, 100)
pcr, Thu Feb 22 05:01:25 2018, 0.555, basic sum C1 + C2, c(0, 100)
plsRglm, Thu Feb 22 05:02:24 2018, 0.998, basic sum C1 + C2, c(0, 100)
ppr, Thu Feb 22 05:02:48 2018, 0.996, basic sum C1 + C2, c(0, 100)
qrf, Thu Feb 22 05:03:52 2018, 0.774, basic sum C1 + C2, c(0, 100)
qrnn, Thu Feb 22 12:04:35 2018, 0.998, basic sum C1 + C2, c(0, 100)
ranger, Thu Feb 22 12:05:26 2018, 0.967, basic sum C1 + C2, Failed
Rborist, Thu Feb 22 12:06:55 2018, 0.929, basic sum C1 + C2, c(0, 100)
relaxo, Thu Feb 22 12:07:19 2018, 0, basic sum C1 + C2, c(0, 100)
rf, Thu Feb 22 12:08:09 2018, 0.938, basic sum C1 + C2, Failed
ridge, Thu Feb 22 12:08:51 2018, 0.998, basic sum C1 + C2, c(0, 100)
rlm, Thu Feb 22 12:09:23 2018, 0.998, basic sum C1 + C2, c(0, 100)
rpart, Thu Feb 22 12:09:52 2018, 0.773, basic sum C1 + C2, c(100, 0)
rpart1SE, Thu Feb 22 12:10:14 2018, 0.603, basic sum C1 + C2, c(100, 0)
rpart2, Thu Feb 22 12:10:39 2018, 0.603, basic sum C1 + C2, c(100, 0)
RRF, Thu Feb 22 12:14:50 2018, 0.939, basic sum C1 + C2, Failed
RRFglobal, Thu Feb 22 12:16:52 2018, 0.939, basic sum C1 + C2, Failed
SBC, Fri Feb 23 02:17:22 2018, 0.782, basic sum C1 + C2, c(0, 100)
simpls, Fri Feb 23 02:17:42 2018, 0.938, basic sum C1 + C2, c(0, 100)
spikeslab, Fri Feb 23 02:18:09 2018, 0.998, basic sum C1 + C2, c(0, 100)
spls, Fri Feb 23 02:18:29 2018, 0.998, basic sum C1 + C2, c(0, 100)
superpc, Fri Feb 23 02:18:50 2018, 0.992, basic sum C1 + C2, c(0, 100)
svmLinear, Fri Feb 23 02:19:52 2018, NA, basic sum C1 + C2, Failed
svmLinear2, Fri Feb 23 02:20:13 2018, 0.968, basic sum C1 + C2, c(0, 100)
svmLinear3, Fri Feb 23 02:20:35 2018, 0.979, basic sum C1 + C2, c(0, 100)
svmPoly, Fri Feb 23 02:20:56 2018, NA, basic sum C1 + C2, Failed
svmRadial, Fri Feb 23 02:21:18 2018, NA, basic sum C1 + C2, Failed
svmRadialCost, Fri Feb 23 02:21:40 2018, NA, basic sum C1 + C2, Failed
svmRadialSigma, Fri Feb 23 02:22:02 2018, NA, basic sum C1 + C2, Failed
treebag, Fri Feb 23 02:23:09 2018, 0.757, basic sum C1 + C2, c(0, 100)
widekernelpls, Fri Feb 23 02:23:58 2018, 0.938, basic sum C1 + C2, c(0, 100)
WM, Fri Feb 23 02:34:03 2018, 0.86, basic sum C1 + C2, c(0, 100)
xgbLinear, Fri Feb 23 02:34:42 2018, 0.931, basic sum C1 + C2, c(100, 0)
xgbTree, Fri Feb 23 02:36:36 2018, 0.903, basic sum C1 + C2, c(100, 0)
xyf, Fri Feb 23 02:37:41 2018, NA, basic sum C1 + C2, Failed
avNNet, Fri Feb 23 02:39:50 2018, 0.291, basic sum C1 + C2, c(0, 100)
bagEarth, Fri Feb 23 02:41:56 2018, 0.998, basic sum C1 + C2, c(100, 0)
bagEarthGCV, Fri Feb 23 02:43:09 2018, 0.998, basic sum C1 + C2, c(100, 0)
bam, Fri Feb 23 02:44:24 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
bartMachine, Fri Feb 23 02:59:20 2018, 0.97, basic sum C1 + C2, c(100, 0)
bayesglm, Fri Feb 23 02:59:43 2018, 0.998, basic sum C1 + C2, c(0, 100)
blasso, Fri Feb 23 03:00:08 2018, 0.997, basic sum C1 + C2, c(0, 100)
blassoAveraged, Fri Feb 23 03:00:30 2018, 0.998, basic sum C1 + C2, c(0, 100)
bridge, Fri Feb 23 03:00:52 2018, 0.998, basic sum C1 + C2, c(0, 100)
BstLm, Fri Feb 23 03:03:19 2018, 0.997, basic sum C1 + C2, c(0, 100)
cforest, Fri Feb 23 03:04:21 2018, 0.902, basic sum C1 + C2, c(0, 100)
ctree, Fri Feb 23 03:04:47 2018, 0.813, basic sum C1 + C2, c(0, 100)
ctree2, Fri Feb 23 03:05:12 2018, 0.813, basic sum C1 + C2, c(0, 100)
cubist, Fri Feb 23 03:06:12 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
dnn, Fri Feb 23 03:06:48 2018, 0, basic sum C1 + C2, c(0, 100)
earth, Fri Feb 23 03:07:12 2018, 0.998, basic sum C1 + C2, c(100, 0)
elm, Fri Feb 23 03:07:35 2018, 0.998, basic sum C1 + C2, c(0, 100)
enet, Fri Feb 23 03:08:00 2018, 0.906, basic sum C1 + C2, c(0, 100)
evtree, Fri Feb 23 04:00:29 2018, 0.724, basic sum C1 + C2, c(0, 100)
extraTrees, Fri Feb 23 04:52:58 2018, 0.969, basic sum C1 + C2, c(0, 100)
foba, Fri Feb 23 04:53:22 2018, 0.998, basic sum C1 + C2, c(0, 100)
gam, Fri Feb 23 04:53:51 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
gamboost, Fri Feb 23 05:30:38 2018, 0.998, basic sum C1 + C2, c(0, 100)
gamSpline, Fri Feb 23 05:31:11 2018, 0.998, basic sum C1 + C2, c(0, 100)
gbm, Fri Feb 23 05:48:11 2018, 0.943, basic sum C1 + C2, c(0, 100)
gcvEarth, Fri Feb 23 05:51:51 2018, 0.998, basic sum C1 + C2, c(100, 0)
glm, Fri Feb 23 05:52:14 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmboost, Fri Feb 23 05:53:22 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmnet, Fri Feb 23 05:53:50 2018, 0.971, basic sum C1 + C2, c(0, 100)
glmStepAIC, Fri Feb 23 05:57:20 2018, 0.998, basic sum C1 + C2, c(0, 100)
icr, Fri Feb 23 05:57:44 2018, 0.998, basic sum C1 + C2, c(0, 100)
kernelpls, Fri Feb 23 05:58:08 2018, 0.998, basic sum C1 + C2, c(0, 100)
kknn, Fri Feb 23 06:04:06 2018, 0.949, basic sum C1 + C2, c(0, 100)
knn, Fri Feb 23 06:04:35 2018, 0.933, basic sum C1 + C2, c(0, 100)
krlsPoly, Fri Feb 23 06:09:27 2018, 0.113, basic sum C1 + C2, c(0, 100)
krlsRadial, Fri Feb 23 06:17:08 2018, 0.998, basic sum C1 + C2, c(0, 100)
lars, Fri Feb 23 06:17:31 2018, 0.982, basic sum C1 + C2, c(0, 100)
lars2, Fri Feb 23 06:17:55 2018, 0.016, basic sum C1 + C2, c(0, 100)
lasso, Fri Feb 23 06:18:18 2018, 0.982, basic sum C1 + C2, c(0, 100)
leapBackward, Fri Feb 23 06:18:43 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapForward, Fri Feb 23 06:19:06 2018, 0.998, basic sum C1 + C2, c(0, 100)
leapSeq, Fri Feb 23 06:19:30 2018, 0.998, basic sum C1 + C2, c(0, 100)
lm, Fri Feb 23 06:19:53 2018, 0.998, basic sum C1 + C2, c(0, 100)
lmStepAIC, Fri Feb 23 06:20:16 2018, 0.998, basic sum C1 + C2, c(0, 100)
