pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0.998,0.998,-1,0.00233,0.0016,Sun May 13 22:11:52 2018,regr.cubist,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,80,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
0.967,0.968,-1,0.0477,0.0374,Sun May 13 22:11:59 2018,regr.cvglmnet,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,255,222,1.468,1.439,nohyperparam,6,cv,10,10,NA,5,
0.998,0.998,-1,0.0024,0.00169,Sun May 13 22:12:14 2018,regr.earth,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,255,222,1.468,1.439,nohyperparam,15,cv,10,10,NA,5,
0.062,0.058,-1,1.38,1.08,Sun May 13 22:12:15 2018,regr.elmNN,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:12:15 2018,regr.evtree,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
-0.002,0,-1,1.47,1.15,Sun May 13 22:12:16 2018,regr.featureless,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.934,0.897,-1,0.152,0.0761,Sun May 13 22:12:18 2018,regr.fnn,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.995,0.994,-1,0.0086,0.00578,Sun May 13 22:12:22 2018,regr.gamboost,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.934,0.723,-1,0.406,0.0762,Sun May 13 22:12:25 2018,regr.gausspr,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,432,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.935,0.902,0.113,0.144,0.0748,Sun May 13 22:12:45 2018,regr.gbm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,150,222,1.468,1.439,random,20,cv,10,10,NA,5,303,6,0.0800397576570977,8
0.998,0.998,-1,0.00237,0.00166,Sun May 13 22:12:47 2018,regr.glm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,150,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.998,0.998,0.00321,0.00237,0.00166,Sun May 13 22:12:53 2018,regr.glmboost,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,520,222,1.468,1.439,random,6,cv,10,10,NA,5,75,0.456945284036919
0.998,0.997,0.00377,0.00319,0.00228,Sun May 13 22:12:57 2018,regr.glmnet,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,266,222,1.468,1.439,random,4,cv,10,10,NA,5,0.0292629189789295,0.00206915067013561
0.978,0.936,-1,0.0942,0.0255,Sun May 13 22:13:34 2018,regr.h2o.deeplearning,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,272,222,1.468,1.439,nohyperparam,35,cv,10,10,NA,5,
0.925,0.887,-1,0.166,0.0857,Sun May 13 22:13:39 2018,regr.h2o.gbm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,272,222,1.468,1.439,nohyperparam,5,cv,10,10,NA,5,
0.997,0.997,-1,0.00389,0.00283,Sun May 13 22:13:42 2018,regr.h2o.glm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,272,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.908,0.849,-1,0.222,0.105,Sun May 13 22:13:46 2018,regr.h2o.randomForest,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,272,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:13:46 2018,regr.IBk,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PackageFail,Sun May 13 22:13:51 2018,regr.kknn,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,5
NA,NA,-1,NA,NA,Sun May 13 22:13:55 2018,regr.km,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,312,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.996,0.991,-1,0.0132,0.00373,Sun May 13 22:14:38 2018,regr.laGP,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,312,222,1.468,1.439,nohyperparam,43,cv,10,10,NA,5,
0.972,0.972,-1,0.0413,0.0325,Sun May 13 22:14:42 2018,regr.LiblineaRL2L1SVR,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,39,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
0.957,0.958,-1,0.0617,0.0493,Sun May 13 22:14:49 2018,regr.LiblineaRL2L2SVR,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,39,222,1.468,1.439,nohyperparam,7,cv,10,10,NA,5,
0.998,0.998,-1,0.00237,0.00166,Sun May 13 22:15:01 2018,regr.lm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,39,222,1.468,1.439,nohyperparam,12,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:15:01 2018,regr.mars,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
0.998,0.998,-1,0.00253,0.00178,Sun May 13 22:15:06 2018,regr.mob,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,39,222,1.468,1.439,nohyperparam,5,cv,10,10,NA,5,
0.997,0.992,0.00348,0.0113,0.00309,Sun May 13 22:15:43 2018,regr.nnet,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,246,222,1.468,1.439,random,37,cv,10,10,NA,5,6,3.21904731277464e-05
0.998,0.998,-1,0.00237,0.00166,Sun May 13 22:15:44 2018,regr.pcr,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,246,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:15:44 2018,regr.penalized.fusedlasso,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:15:44 2018,regr.penalized.lasso,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:15:44 2018,regr.penalized.ridge,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
0.998,0.998,-1,0.00237,0.00166,Sun May 13 22:15:45 2018,regr.plsr,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,246,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.894,0.841,-1,0.234,0.122,Sun May 13 22:15:51 2018,regr.randomForestSRC,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,248,222,1.468,1.439,nohyperparam,6,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:15:51 2018,regr.ranger,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:15:51 2018,regr.rknn,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
0.693,0.659,0.474,0.501,0.352,Sun May 13 22:15:55 2018,regr.rpart,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,14,222,1.468,1.439,random,4,cv,10,10,NA,5,0.00141894438490625,6,26,33
0.998,0.998,-1,0.00237,0.00166,Sun May 13 22:15:59 2018,regr.rsm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,14,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
0.975,0.848,-1,0.223,0.0289,Sun May 13 22:16:38 2018,regr.rvm,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,188,222,1.468,1.439,nohyperparam,39,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:16:38 2018,regr.slim,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:16:38 2018,regr.xgboost,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,0
NA,NA,-1,NA,NA,Sun May 13 22:16:39 2018,regr.xyf,1,2,basic sum C1 + C2,ignore,none,YeoJohnson,HOPPER,15th10hp10cvml,1,5,403,188,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.961,0.943,-1,0.083,0.045,Sun May 13 22:17:06 2018,regr.bartMachine,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,50,222,1.468,1.439,nohyperparam,21,cv,10,10,NA,5,
0.717,0.627,-1,0.548,0.325,Sun May 13 22:17:16 2018,regr.bcart,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,56,222,1.468,1.439,nohyperparam,10,cv,10,10,NA,5,
NA,NA,-1,NA,NA,Sun May 13 22:17:25 2018,regr.bdk,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,56,222,1.468,1.439,nohyperparam,8,cv,10,10,NA,5,
0.788,0.667,-1,0.489,0.243,Sun May 13 22:17:29 2018,regr.blm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,62,222,1.468,1.439,nohyperparam,5,cv,10,10,NA,5,
0.857,0.817,-1,0.269,0.164,Sun May 13 22:17:34 2018,regr.brnn,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,70,222,1.468,1.439,nohyperparam,5,cv,10,10,NA,5,
0.049,0.061,-1,1.38,1.09,Sun May 13 22:17:36 2018,regr.bst,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,70,222,1.468,1.439,nohyperparam,2,cv,10,10,NA,5,
0.912,0.723,-1,0.406,0.101,Sun May 13 22:17:40 2018,regr.btlm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,76,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PackageFail,Sun May 13 22:17:46 2018,regr.crs,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,5
0.795,0.774,-1,0.331,0.236,Sun May 13 22:17:47 2018,regr.ctree,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,76,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.968,0.938,-1,0.0903,0.0367,Sun May 13 22:17:48 2018,regr.cubist,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,80,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.812,0.756,-1,0.359,0.215,Sun May 13 22:17:49 2018,regr.cvglmnet,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,255,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.928,0.898,-1,0.149,0.0827,Sun May 13 22:17:53 2018,regr.earth,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,255,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
0.017,0.013,-1,1.45,1.13,Sun May 13 22:17:53 2018,regr.elmNN,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:17:54 2018,regr.evtree,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
-0.002,0,-1,1.47,1.15,Sun May 13 22:17:54 2018,regr.featureless,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,0,cv,10,10,NA,5,
0.915,0.864,-1,0.199,0.0971,Sun May 13 22:17:55 2018,regr.fnn,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.905,0.86,-1,0.206,0.109,Sun May 13 22:17:56 2018,regr.gamboost,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,258,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.894,0.822,-1,0.261,0.121,Sun May 13 22:17:59 2018,regr.gausspr,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,432,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.933,0.903,0.114,0.143,0.0771,Sun May 13 22:18:17 2018,regr.gbm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,150,222,1.468,1.439,random,18,cv,10,10,NA,5,303,6,0.0800397576570977,8
0.808,0.77,-1,0.338,0.22,Sun May 13 22:18:18 2018,regr.glm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,150,222,1.468,1.439,nohyperparam,0,cv,10,10,NA,5,
0.808,0.77,0.289,0.338,0.22,Sun May 13 22:18:23 2018,regr.glmboost,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,520,222,1.468,1.439,random,5,cv,10,10,NA,5,75,0.456945284036919
0.808,0.769,0.288,0.339,0.22,Sun May 13 22:18:27 2018,regr.glmnet,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,266,222,1.468,1.439,random,4,cv,10,10,NA,5,0.0292629189789295,0.00206915067013561
0.817,0.782,-1,0.32,0.21,Sun May 13 22:18:35 2018,regr.h2o.deeplearning,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,266,222,1.468,1.439,nohyperparam,8,cv,10,10,NA,5,
0.922,0.885,-1,0.169,0.0897,Sun May 13 22:18:39 2018,regr.h2o.gbm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,266,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
0.808,0.769,-1,0.339,0.22,Sun May 13 22:18:42 2018,regr.h2o.glm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,266,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.914,0.862,-1,0.203,0.0985,Sun May 13 22:18:46 2018,regr.h2o.randomForest,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,266,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:18:46 2018,regr.IBk,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PackageFail,Sun May 13 22:18:51 2018,regr.kknn,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,5
0.98,0.968,-1,0.047,0.0229,Sun May 13 22:20:40 2018,regr.km,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,306,222,1.468,1.439,nohyperparam,108,cv,10,10,NA,5,
0.958,0.906,-1,0.138,0.048,Sun May 13 22:21:19 2018,regr.laGP,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,306,222,1.468,1.439,nohyperparam,39,cv,10,10,NA,5,
0.813,0.753,-1,0.362,0.215,Sun May 13 22:21:20 2018,regr.LiblineaRL2L1SVR,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,257,222,1.468,1.439,nohyperparam,0,cv,10,10,NA,5,
0.805,0.771,-1,0.336,0.224,Sun May 13 22:21:21 2018,regr.LiblineaRL2L2SVR,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,257,222,1.468,1.439,nohyperparam,0,cv,10,10,NA,5,
0.808,0.77,-1,0.338,0.22,Sun May 13 22:21:21 2018,regr.lm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,257,222,1.468,1.439,nohyperparam,0,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:21:21 2018,regr.mars,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
0.956,0.923,-1,0.113,0.05,Sun May 13 22:21:46 2018,regr.mob,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,257,222,1.468,1.439,nohyperparam,24,cv,10,10,NA,5,
0.932,0.904,0.088,0.141,0.0781,Sun May 13 22:22:26 2018,regr.nnet,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,400,222,1.468,1.439,random,40,cv,10,10,NA,5,16,0.000110666906183486
0.808,0.77,-1,0.338,0.22,Sun May 13 22:22:27 2018,regr.pcr,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,400,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:22:27 2018,regr.penalized.fusedlasso,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:22:27 2018,regr.penalized.lasso,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:22:27 2018,regr.penalized.ridge,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
0.808,0.77,-1,0.338,0.22,Sun May 13 22:22:28 2018,regr.plsr,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,400,222,1.468,1.439,nohyperparam,1,cv,10,10,NA,5,
0.894,0.841,-1,0.233,0.122,Sun May 13 22:22:32 2018,regr.randomForestSRC,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,402,222,1.468,1.439,nohyperparam,4,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:22:32 2018,regr.ranger,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:22:32 2018,regr.rknn,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
0.724,0.692,0.45,0.452,0.316,Sun May 13 22:22:36 2018,regr.rpart,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,168,222,1.468,1.439,random,4,cv,10,10,NA,5,0.00127440416347735,30,22,20
0.808,0.77,-1,0.338,0.22,Sun May 13 22:22:39 2018,regr.rsm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,168,222,1.468,1.439,nohyperparam,3,cv,10,10,NA,5,
0.934,0.896,-1,0.153,0.0761,Sun May 13 22:23:05 2018,regr.rvm,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,403,342,222,1.468,1.439,nohyperparam,26,cv,10,10,NA,5,
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:23:05 2018,regr.slim,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
Fail,Fail,Fail,Fail,PrePackageFail,Sun May 13 22:23:05 2018,regr.xgboost,1,2,basic sum C1 + C2,ignore,none,quantile,HOPPER,15th10hp10cvml,1,5,0
